Type,ID,text1,text2,unk,vert0,vert1,vert2,vert3
Tile,205,ruff,ruff,null,1,2,0,2
Tile,206,ruff,ruff,null,1,2,1,0
null,207,,,,,,,
null,208,,,,,,,
Tile,209,ruff,ruff,null,1,2,2,0
null,210,,,,,,,
null,211,,,,,,,
Tile,212,ruff,ruff,null,2,0,0,0
Tile,213,ruff,ruff,null,2,0,0,1
Tile,214,ruff,ruff,null,2,0,0,2
Tile,215,ruff,ruff,null,2,0,1,0
Tile,216,ruff,ruff,null,2,0,1,1
Tile,217,ruff,ruff,null,2,0,1,2
Tile,218,ruff,ruff,null,2,0,2,0
Tile,219,ruff,ruff,null,2,0,2,1
Tile,220,ruff,ruff,null,2,0,2,2
Tile,221,ruff,ruff,null,2,1,0,0
Tile,222,ruff,ruff,null,2,1,0,1
Tile,223,ruff,ruff,null,2,1,0,2
Tile,224,ruff,ruff,null,2,1,1,0
null,225,,,,,,,
null,226,,,,,,,
Tile,227,ruff,ruff,null,2,1,2,0
null,228,,,,,,,
null,229,,,,,,,
Tile,230,ruff,ruff,null,2,2,0,0
Tile,231,ruff,ruff,null,2,2,0,1
Tile,232,ruff,ruff,null,2,2,0,2
Tile,233,ruff,ruff,null,2,2,1,0
null,234,,,,,,,
null,235,,,,,,,
Tile,236,ruff,ruff,null,2,2,2,0
Tile,237,moun,moun,null,0,0,0,0
Tile,238,moun,moun,null,0,0,0,1
Tile,239,moun,moun,null,0,0,0,2
Tile,240,moun,moun,null,0,0,1,0
Tile,241,moun,moun,null,0,0,1,1
Tile,242,moun,moun,null,0,0,1,2
Tile,243,moun,moun,null,0,0,2,0
Tile,244,moun,moun,null,0,0,2,1
Tile,245,moun,moun,null,0,0,2,2
Tile,246,moun,moun,null,0,1,0,0
Tile,247,moun,moun,null,0,1,0,1
Tile,248,moun,moun,null,0,1,0,2
Tile,249,moun,moun,null,0,1,1,0
Tile,250,moun,moun,null,0,1,1,1
Tile,251,moun,moun,null,0,1,1,2
Tile,252,moun,moun,null,0,1,2,0
Tile,253,moun,moun,null,0,1,2,1
Tile,254,moun,moun,null,0,1,2,2
Tile,255,moun,moun,null,0,2,0,0
Tile,256,moun,moun,null,0,2,0,1
Tile,257,moun,moun,null,0,2,0,2
Tile,258,moun,moun,null,0,2,1,0
Tile,259,moun,moun,null,0,2,1,1
Tile,260,moun,moun,null,0,2,1,2
Tile,261,moun,moun,null,0,2,2,0
Tile,262,moun,moun,null,0,2,2,1
Tile,263,moun,moun,null,0,2,2,2
Tile,264,moun,moun,null,1,0,0,0
Tile,265,moun,moun,null,1,0,0,1
Tile,266,moun,moun,null,1,0,0,2
Tile,267,moun,moun,null,1,0,1,0
Tile,268,moun,moun,null,1,0,1,1
Tile,269,moun,moun,null,1,0,1,2
Tile,270,moun,moun,null,1,0,2,0
Tile,271,moun,moun,null,1,0,2,1
Tile,272,moun,moun,null,1,0,2,2
Tile,273,moun,moun,null,1,1,0,0
Tile,274,moun,moun,null,1,1,0,1
Tile,275,moun,moun,null,1,1,0,2
Tile,276,moun,moun,null,1,1,1,0
null,277,,,,,,,
null,278,,,,,,,
Tile,279,moun,moun,null,1,1,2,0
null,280,,,,,,,
null,281,,,,,,,
Tile,282,moun,moun,null,1,2,0,0
Tile,283,moun,moun,null,1,2,0,1
Tile,284,moun,moun,null,1,2,0,2
Tile,285,moun,moun,null,1,2,1,0
null,286,,,,,,,
null,287,,,,,,,
Tile,288,moun,moun,null,1,2,2,0
null,289,,,,,,,
null,290,,,,,,,
Tile,291,moun,moun,null,2,0,0,0
Tile,292,moun,moun,null,2,0,0,1
Tile,293,moun,moun,null,2,0,0,2
Tile,294,moun,moun,null,2,0,1,0
Tile,295,moun,moun,null,2,0,1,1
Tile,296,moun,moun,null,2,0,1,2
Tile,297,moun,moun,null,2,0,2,0
Tile,298,moun,moun,null,2,0,2,1
Tile,299,moun,moun,null,2,0,2,2
Tile,300,moun,moun,null,2,1,0,0
Tile,301,moun,moun,null,2,1,0,1
Tile,302,moun,moun,null,2,1,0,2
Tile,303,moun,moun,null,2,1,1,0
null,304,,,,,,,
null,305,,,,,,,
Tile,306,moun,moun,null,2,1,2,0
null,307,,,,,,,
null,308,,,,,,,
Tile,309,moun,moun,null,2,2,0,0
Tile,310,moun,moun,null,2,2,0,1
Tile,311,moun,moun,null,2,2,0,2
Tile,312,moun,moun,null,2,2,1,0
null,313,,,,,,,
null,314,,,,,,,
Tile,315,moun,moun,null,2,2,2,0
Tile,316,grass,dirt,a,0,0,0,0
Tile,317,grass,dirt,a,0,0,0,1
Tile,318,grass,dirt,a,0,0,0,2
Tile,319,grass,dirt,a,0,0,1,0
Tile,320,grass,dirt,a,0,0,1,1
Tile,321,grass,dirt,a,0,0,1,2
Tile,322,grass,dirt,a,0,0,2,0
Tile,323,grass,dirt,a,0,0,2,1
Tile,324,grass,dirt,a,0,0,2,2
Tile,325,grass,dirt,a,0,1,0,0
Tile,326,grass,dirt,a,0,1,0,1
Tile,327,grass,dirt,a,0,1,0,2
Tile,328,grass,dirt,a,0,1,1,0
Tile,329,grass,dirt,a,0,1,1,1
Tile,330,grass,dirt,a,0,1,1,2
Tile,331,grass,dirt,a,0,1,2,0
Tile,332,grass,dirt,a,0,1,2,1
Tile,333,grass,dirt,a,0,1,2,2
Tile,334,grass,dirt,a,0,2,0,0
Tile,335,grass,dirt,a,0,2,0,1
Tile,336,grass,dirt,a,0,2,0,2
Tile,337,grass,dirt,a,0,2,1,0
Tile,338,grass,dirt,a,0,2,1,1
Tile,339,grass,dirt,a,0,2,1,2
Tile,340,grass,dirt,a,0,2,2,0
Tile,341,grass,dirt,a,0,2,2,1
Tile,342,grass,dirt,a,0,2,2,2
Tile,343,grass,dirt,a,1,0,0,0
Tile,344,grass,dirt,a,1,0,0,1
Tile,345,grass,dirt,a,1,0,0,2
Tile,346,grass,dirt,a,1,0,1,0
Tile,347,grass,dirt,a,1,0,1,1
Tile,348,grass,dirt,a,1,0,1,2
Tile,349,grass,dirt,a,1,0,2,0
Tile,350,grass,dirt,a,1,0,2,1
Tile,351,grass,dirt,a,1,0,2,2
Tile,352,grass,dirt,a,1,1,0,0
Tile,353,grass,dirt,a,1,1,0,1
Tile,354,grass,dirt,a,1,1,0,2
Tile,355,grass,dirt,a,1,1,1,0
null,356,,,,,,,
null,357,,,,,,,
Tile,358,grass,dirt,a,1,1,2,0
null,359,,,,,,,
null,360,,,,,,,
Tile,361,grass,dirt,a,1,2,0,0
Tile,362,grass,dirt,a,1,2,0,1
Tile,363,grass,dirt,a,1,2,0,2
Tile,364,grass,dirt,a,1,2,1,0
null,365,,,,,,,
null,366,,,,,,,
Tile,367,grass,dirt,a,1,2,2,0
null,368,,,,,,,
null,369,,,,,,,
Tile,370,grass,dirt,a,2,0,0,0
Tile,371,grass,dirt,a,2,0,0,1
Tile,372,grass,dirt,a,2,0,0,2
Tile,373,grass,dirt,a,2,0,1,0
Tile,374,grass,dirt,a,2,0,1,1
Tile,375,grass,dirt,a,2,0,1,2
Tile,376,grass,dirt,a,2,0,2,0
Tile,377,grass,dirt,a,2,0,2,1
Tile,378,grass,dirt,a,2,0,2,2
Tile,379,grass,dirt,a,2,1,0,0
Tile,380,grass,dirt,a,2,1,0,1
Tile,381,grass,dirt,a,2,1,0,2
Tile,382,grass,dirt,a,2,1,1,0
null,383,,,,,,,
null,384,,,,,,,
Tile,385,grass,dirt,a,2,1,2,0
null,386,,,,,,,
null,387,,,,,,,
Tile,388,grass,dirt,a,2,2,0,0
Tile,389,grass,dirt,a,2,2,0,1
Tile,390,grass,dirt,a,2,2,0,2
Tile,391,grass,dirt,a,2,2,1,0
null,392,,,,,,,
null,393,,,,,,,
Tile,394,grass,dirt,a,2,2,2,0
Tile,395,grass,dirt,b,0,0,0,0
Tile,396,grass,dirt,b,0,0,0,1
Tile,397,grass,dirt,b,0,0,0,2
Tile,398,grass,dirt,b,0,0,1,0
Tile,399,grass,dirt,b,0,0,1,1
Tile,400,grass,dirt,b,0,0,1,2
Tile,401,grass,dirt,b,0,0,2,0
Tile,402,grass,dirt,b,0,0,2,1
Tile,403,grass,dirt,b,0,0,2,2
Tile,404,grass,dirt,b,0,1,0,0
Tile,405,grass,dirt,b,0,1,0,1
Tile,406,grass,dirt,b,0,1,0,2
Tile,407,grass,dirt,b,0,1,1,0
Tile,408,grass,dirt,b,0,1,1,1
Tile,409,grass,dirt,b,0,1,1,2
Tile,410,grass,dirt,b,0,1,2,0
Tile,411,grass,dirt,b,0,1,2,1
Tile,412,grass,dirt,b,0,1,2,2
Tile,413,grass,dirt,b,0,2,0,0
Tile,414,grass,dirt,b,0,2,0,1
Tile,415,grass,dirt,b,0,2,0,2
Tile,416,grass,dirt,b,0,2,1,0
Tile,417,grass,dirt,b,0,2,1,1
Tile,418,grass,dirt,b,0,2,1,2
Tile,419,grass,dirt,b,0,2,2,0
Tile,420,grass,dirt,b,0,2,2,1
Tile,421,grass,dirt,b,0,2,2,2
Tile,422,grass,dirt,b,1,0,0,0
Tile,423,grass,dirt,b,1,0,0,1
Tile,424,grass,dirt,b,1,0,0,2
Tile,425,grass,dirt,b,1,0,1,0
Tile,426,grass,dirt,b,1,0,1,1
Tile,427,grass,dirt,b,1,0,1,2
Tile,428,grass,dirt,b,1,0,2,0
Tile,429,grass,dirt,b,1,0,2,1
Tile,430,grass,dirt,b,1,0,2,2
Tile,431,grass,dirt,b,1,1,0,0
Tile,432,grass,dirt,b,1,1,0,1
Tile,433,grass,dirt,b,1,1,0,2
Tile,434,grass,dirt,b,1,1,1,0
null,435,,,,,,,
null,436,,,,,,,
Tile,437,grass,dirt,b,1,1,2,0
null,438,,,,,,,
null,439,,,,,,,
Tile,440,grass,dirt,b,1,2,0,0
Tile,441,grass,dirt,b,1,2,0,1
Tile,442,grass,dirt,b,1,2,0,2
Tile,443,grass,dirt,b,1,2,1,0
null,444,,,,,,,
null,445,,,,,,,
Tile,446,grass,dirt,b,1,2,2,0
null,447,,,,,,,
null,448,,,,,,,
Tile,449,grass,dirt,b,2,0,0,0
Tile,450,grass,dirt,b,2,0,0,1
Tile,451,grass,dirt,b,2,0,0,2
Tile,452,grass,dirt,b,2,0,1,0
Tile,453,grass,dirt,b,2,0,1,1
Tile,454,grass,dirt,b,2,0,1,2
Tile,455,grass,dirt,b,2,0,2,0
Tile,456,grass,dirt,b,2,0,2,1
Tile,457,grass,dirt,b,2,0,2,2
Tile,458,grass,dirt,b,2,1,0,0
Tile,459,grass,dirt,b,2,1,0,1
Tile,460,grass,dirt,b,2,1,0,2
Tile,461,grass,dirt,b,2,1,1,0
null,462,,,,,,,
null,463,,,,,,,
Tile,464,grass,dirt,b,2,1,2,0
null,465,,,,,,,
null,466,,,,,,,
Tile,467,grass,dirt,b,2,2,0,0
Tile,468,grass,dirt,b,2,2,0,1
Tile,469,grass,dirt,b,2,2,0,2
Tile,470,grass,dirt,b,2,2,1,0
null,471,,,,,,,
null,472,,,,,,,
Tile,473,grass,dirt,b,2,2,2,0
Tile,474,grass,dirt,c,0,0,0,0
Tile,475,grass,dirt,c,0,0,0,1
Tile,476,grass,dirt,c,0,0,0,2
Tile,477,grass,dirt,c,0,0,1,0
Tile,478,grass,dirt,c,0,0,1,1
Tile,479,grass,dirt,c,0,0,1,2
Tile,480,grass,dirt,c,0,0,2,0
Tile,481,grass,dirt,c,0,0,2,1
Tile,482,grass,dirt,c,0,0,2,2
Tile,483,grass,dirt,c,0,1,0,0
Tile,484,grass,dirt,c,0,1,0,1
Tile,485,grass,dirt,c,0,1,0,2
Tile,486,grass,dirt,c,0,1,1,0
Tile,487,grass,dirt,c,0,1,1,1
Tile,488,grass,dirt,c,0,1,1,2
Tile,489,grass,dirt,c,0,1,2,0
Tile,490,grass,dirt,c,0,1,2,1
Tile,491,grass,dirt,c,0,1,2,2
Tile,492,grass,dirt,c,0,2,0,0
Tile,493,grass,dirt,c,0,2,0,1
Tile,494,grass,dirt,c,0,2,0,2
Tile,495,grass,dirt,c,0,2,1,0
Tile,496,grass,dirt,c,0,2,1,1
Tile,497,grass,dirt,c,0,2,1,2
Tile,498,grass,dirt,c,0,2,2,0
Tile,499,grass,dirt,c,0,2,2,1
Tile,500,grass,dirt,c,0,2,2,2
Tile,501,grass,dirt,c,1,0,0,0
Tile,502,grass,dirt,c,1,0,0,1
Tile,503,grass,dirt,c,1,0,0,2
Tile,504,grass,dirt,c,1,0,1,0
Tile,505,grass,dirt,c,1,0,1,1
Tile,506,grass,dirt,c,1,0,1,2
Tile,507,grass,dirt,c,1,0,2,0
Tile,508,grass,dirt,c,1,0,2,1
Tile,509,grass,dirt,c,1,0,2,2
Tile,510,grass,dirt,c,1,1,0,0
Tile,511,grass,dirt,c,1,1,0,1
Tile,512,grass,dirt,c,1,1,0,2
Tile,513,grass,dirt,c,1,1,1,0
null,514,,,,,,,
null,515,,,,,,,
Tile,516,grass,dirt,c,1,1,2,0
null,517,,,,,,,
null,518,,,,,,,
Tile,519,grass,dirt,c,1,2,0,0
Tile,520,grass,dirt,c,1,2,0,1
Tile,521,grass,dirt,c,1,2,0,2
Tile,522,grass,dirt,c,1,2,1,0
null,523,,,,,,,
null,524,,,,,,,
Tile,525,grass,dirt,c,1,2,2,0
null,526,,,,,,,
null,527,,,,,,,
Tile,528,grass,dirt,c,2,0,0,0
Tile,529,grass,dirt,c,2,0,0,1
Tile,530,grass,dirt,c,2,0,0,2
Tile,531,grass,dirt,c,2,0,1,0
Tile,532,grass,dirt,c,2,0,1,1
Tile,533,grass,dirt,c,2,0,1,2
Tile,534,grass,dirt,c,2,0,2,0
Tile,535,grass,dirt,c,2,0,2,1
Tile,536,grass,dirt,c,2,0,2,2
Tile,537,grass,dirt,c,2,1,0,0
Tile,538,grass,dirt,c,2,1,0,1
Tile,539,grass,dirt,c,2,1,0,2
Tile,540,grass,dirt,c,2,1,1,0
null,541,,,,,,,
null,542,,,,,,,
Tile,543,grass,dirt,c,2,1,2,0
null,544,,,,,,,
null,545,,,,,,,
Tile,546,grass,dirt,c,2,2,0,0
Tile,547,grass,dirt,c,2,2,0,1
Tile,548,grass,dirt,c,2,2,0,2
Tile,549,grass,dirt,c,2,2,1,0
null,550,,,,,,,
null,551,,,,,,,
Tile,552,grass,dirt,c,2,2,2,0
Tile,553,grass,dirt,d,0,0,0,0
Tile,554,grass,dirt,d,0,0,0,1
Tile,555,grass,dirt,d,0,0,0,2
Tile,556,grass,dirt,d,0,0,1,0
Tile,557,grass,dirt,d,0,0,1,1
Tile,558,grass,dirt,d,0,0,1,2
Tile,559,grass,dirt,d,0,0,2,0
Tile,560,grass,dirt,d,0,0,2,1
Tile,561,grass,dirt,d,0,0,2,2
Tile,562,grass,dirt,d,0,1,0,0
Tile,563,grass,dirt,d,0,1,0,1
Tile,564,grass,dirt,d,0,1,0,2
Tile,565,grass,dirt,d,0,1,1,0
Tile,566,grass,dirt,d,0,1,1,1
Tile,567,grass,dirt,d,0,1,1,2
Tile,568,grass,dirt,d,0,1,2,0
Tile,569,grass,dirt,d,0,1,2,1
Tile,570,grass,dirt,d,0,1,2,2
Tile,571,grass,dirt,d,0,2,0,0
Tile,572,grass,dirt,d,0,2,0,1
Tile,573,grass,dirt,d,0,2,0,2
Tile,574,grass,dirt,d,0,2,1,0
Tile,575,grass,dirt,d,0,2,1,1
Tile,576,grass,dirt,d,0,2,1,2
Tile,577,grass,dirt,d,0,2,2,0
Tile,578,grass,dirt,d,0,2,2,1
Tile,579,grass,dirt,d,0,2,2,2
Tile,580,grass,dirt,d,1,0,0,0
Tile,581,grass,dirt,d,1,0,0,1
Tile,582,grass,dirt,d,1,0,0,2
Tile,583,grass,dirt,d,1,0,1,0
Tile,584,grass,dirt,d,1,0,1,1
Tile,585,grass,dirt,d,1,0,1,2
Tile,586,grass,dirt,d,1,0,2,0
Tile,587,grass,dirt,d,1,0,2,1
Tile,588,grass,dirt,d,1,0,2,2
Tile,589,grass,dirt,d,1,1,0,0
Tile,590,grass,dirt,d,1,1,0,1
Tile,591,grass,dirt,d,1,1,0,2
Tile,592,grass,dirt,d,1,1,1,0
null,593,,,,,,,
null,594,,,,,,,
Tile,595,grass,dirt,d,1,1,2,0
null,596,,,,,,,
null,597,,,,,,,
Tile,598,grass,dirt,d,1,2,0,0
Tile,599,grass,dirt,d,1,2,0,1
Tile,600,grass,dirt,d,1,2,0,2
Tile,601,grass,dirt,d,1,2,1,0
null,602,,,,,,,
null,603,,,,,,,
Tile,604,grass,dirt,d,1,2,2,0
null,605,,,,,,,
null,606,,,,,,,
Tile,607,grass,dirt,d,2,0,0,0
Tile,608,grass,dirt,d,2,0,0,1
Tile,609,grass,dirt,d,2,0,0,2
Tile,610,grass,dirt,d,2,0,1,0
Tile,611,grass,dirt,d,2,0,1,1
Tile,612,grass,dirt,d,2,0,1,2
Tile,613,grass,dirt,d,2,0,2,0
Tile,614,grass,dirt,d,2,0,2,1
Tile,615,grass,dirt,d,2,0,2,2
Tile,616,grass,dirt,d,2,1,0,0
Tile,617,grass,dirt,d,2,1,0,1
Tile,618,grass,dirt,d,2,1,0,2
Tile,619,grass,dirt,d,2,1,1,0
null,620,,,,,,,
null,621,,,,,,,
Tile,622,grass,dirt,d,2,1,2,0
null,623,,,,,,,
null,624,,,,,,,
Tile,625,grass,dirt,d,2,2,0,0
Tile,626,grass,dirt,d,2,2,0,1
Tile,627,grass,dirt,d,2,2,0,2
Tile,628,grass,dirt,d,2,2,1,0
null,629,,,,,,,
null,630,,,,,,,
Tile,631,grass,dirt,d,2,2,2,0
Tile,632,grass,dirt,e,0,0,0,0
Tile,633,grass,dirt,e,0,0,0,1
Tile,634,grass,dirt,e,0,0,0,2
Tile,635,grass,dirt,e,0,0,1,0
Tile,636,grass,dirt,e,0,0,1,1
Tile,637,grass,dirt,e,0,0,1,2
Tile,638,grass,dirt,e,0,0,2,0
Tile,639,grass,dirt,e,0,0,2,1
Tile,640,grass,dirt,e,0,0,2,2
Tile,641,grass,dirt,e,0,1,0,0
Tile,642,grass,dirt,e,0,1,0,1
Tile,643,grass,dirt,e,0,1,0,2
Tile,644,grass,dirt,e,0,1,1,0
Tile,645,grass,dirt,e,0,1,1,1
Tile,646,grass,dirt,e,0,1,1,2
Tile,647,grass,dirt,e,0,1,2,0
Tile,648,grass,dirt,e,0,1,2,1
Tile,649,grass,dirt,e,0,1,2,2
Tile,650,grass,dirt,e,0,2,0,0
Tile,651,grass,dirt,e,0,2,0,1
Tile,652,grass,dirt,e,0,2,0,2
Tile,653,grass,dirt,e,0,2,1,0
Tile,654,grass,dirt,e,0,2,1,1
Tile,655,grass,dirt,e,0,2,1,2
Tile,656,grass,dirt,e,0,2,2,0
Tile,657,grass,dirt,e,0,2,2,1
Tile,658,grass,dirt,e,0,2,2,2
Tile,659,grass,dirt,e,1,0,0,0
Tile,660,grass,dirt,e,1,0,0,1
Tile,661,grass,dirt,e,1,0,0,2
Tile,662,grass,dirt,e,1,0,1,0
Tile,663,grass,dirt,e,1,0,1,1
